case_id,mode,document_id,expected_category,predicted_category,route_correct,query,standalone_query,answer,latency_ms,throttle_wait_ms,retrieval_bypassed,retrieved_chunk_count,context_recall,context_precision,gold_evidence_hits,relevant_chunks,fact_accuracy,facts_matched,facts_total,fact_details,repeat
followup-004,router_only,a65d57cf-73f1-4275-a9b7-0956d70f326a,FOLLOW_UP_DOCUMENT,FOLLOW_UP_DOCUMENT,True,Does it arrive the same day?,Does it arrive the same day?,,6633.384200002183,0.0,False,2,1.0,1.0,1,2,0.0,0,1,"[{""name"": ""next-day arrival"", ""matched"": false, ""patterns"": [""next day"", ""following day"", ""+1"", ""one day later""]}]",1
followup-004,full,a65d57cf-73f1-4275-a9b7-0956d70f326a,FOLLOW_UP_DOCUMENT,FOLLOW_UP_DOCUMENT,True,Does it arrive the same day?,Does Flight EK236 from Chicago to Dubai on June 5 arrive on the same day?,No.,9174.696099995344,0.0,False,2,1.0,1.0,1,2,0.0,0,1,"[{""name"": ""next-day arrival"", ""matched"": false, ""patterns"": [""next day"", ""following day"", ""+1"", ""one day later""]}]",1
history-001,baseline,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,DOCUMENT,False,What was my first question?,What was my first question?,Information not found in the document.,1664.6561000015936,0.0,False,2,,,0,0,0.0,0,1,"[{""name"": ""first question"", ""matched"": false, ""patterns"": [""what form of payment was used for the itinerary""]}]",1
history-001,router_only,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,What was my first question?,What was my first question?,"Your first question was: ""What form of payment was used for the itinerary?""",3498.0511000030674,436.99999999807915,True,0,,,0,0,1.0,1,1,"[{""name"": ""first question"", ""matched"": true, ""patterns"": [""what form of payment was used for the itinerary""]}]",1
history-001,full,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,What was my first question?,What was my first question?,"Your first question was: ""What form of payment was used for the itinerary?""",3490.0623000066844,655.9999999954016,True,0,,,0,0,1.0,1,1,"[{""name"": ""first question"", ""matched"": true, ""patterns"": [""what form of payment was used for the itinerary""]}]",1
history-002,baseline,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,DOCUMENT,False,What payment method did you mention earlier?,What payment method did you mention earlier?,Online payment,1732.9920000047423,250.0,False,2,,,0,0,1.0,1,1,"[{""name"": ""previous payment method"", ""matched"": true, ""patterns"": [""online"", ""online payment"", ""paid online""]}]",1
history-002,router_only,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,What payment method did you mention earlier?,What payment method did you mention earlier?,"Based on the conversation history, the itinerary was paid for online.",4472.512700005609,265.99999999598367,True,0,,,0,0,1.0,1,1,"[{""name"": ""previous payment method"", ""matched"": true, ""patterns"": [""online"", ""online payment"", ""paid online""]}]",1
history-002,full,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,What payment method did you mention earlier?,What payment method did you mention earlier?,"Based on the conversation history, the itinerary was paid for online.",4746.586599998409,0.0,True,0,,,0,0,1.0,1,1,"[{""name"": ""previous payment method"", ""matched"": true, ""patterns"": [""online"", ""online payment"", ""paid online""]}]",1
history-003,baseline,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,DOCUMENT,False,Which flight number did you mention in your first answer?,Which flight number did you mention in your first answer?,Information not found in the document.,3163.367699999071,0.0,False,2,,,0,0,0.0,0,1,"[{""name"": ""previously mentioned flight"", ""matched"": false, ""patterns"": [""EK307"", ""EK 307""]}]",1
history-003,router_only,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,Which flight number did you mention in your first answer?,Which flight number did you mention in your first answer?,The flight number mentioned in the first answer is EK307.,3647.005500002706,125.0,True,0,,,0,0,1.0,1,1,"[{""name"": ""previously mentioned flight"", ""matched"": true, ""patterns"": [""EK307"", ""EK 307""]}]",1
history-003,full,a65d57cf-73f1-4275-a9b7-0956d70f326a,CONVERSATION_HISTORY,CONVERSATION_HISTORY,True,Which flight number did you mention in your first answer?,Which flight number did you mention in your first answer?,The flight number mentioned in the first answer is EK307.,3730.5831000048784,311.99999999807915,True,0,,,0,0,1.0,1,1,"[{""name"": ""previously mentioned flight"", ""matched"": true, ""patterns"": [""EK307"", ""EK 307""]}]",1
